	filename	orbital.tightening	nose.bulge	cheek.bulge	ear.position	whisker.change	average.picture	rejected
1378	MVI_0477_LE025_w2_t3_vb_09_min_38_sec_0.png	5	3	5	6	-1	4.75	0
1379	MVI_0477_LE025_w2_t3_vb_09_min_41_sec_40.png	6	3	6	5	-1	5	0
1380	MVI_0477_LE025_w2_t3_vb_09_min_47_sec_40.png	5	3	3	4	1	3.2	0
1381	MVI_0477_LE026_w2_t3_vb_02_min_36_sec_52.png	3	2	5	6	4	4	0
1382	MVI_0477_LE026_w2_t3_vb_02_min_42_sec_56.png	4	3	4	5	3	3.8	0
1383	MVI_0477_LE026_w2_t3_vb_02_min_48_sec_56.png	4	2	4	5	3	3.6	0
1384	MVI_0477_LE026_w2_t3_vb_02_min_54_sec_60.png	5	3	4	7	-1	4.75	0
1385	MVI_0477_LE026_w2_t3_vb_05_min_22_sec_12.png	5	3	4	5	3	4	0
1386	MVI_0477_LE026_w2_t3_vb_05_min_25_sec_12.png	4	3	4	4	3	3.6	0
1387	MVI_0477_LE026_w2_t3_vb_05_min_28_sec_12.png	5	3	4	2	2	3.2	0
1388	MVI_0477_LE026_w2_t3_vb_08_min_31_sec_80.png	5	2	3	3	4	3.4	0
1389	MVI_0477_LE026_w2_t3_vb_08_min_34_sec_80.png	3	2	3	2	1	2.2	0
1390	MVI_0477_LE026_w2_t3_vb_09_min_59_sec_80.png	3	3	4	2	4	3.2	0
1391	MVI_0477_LE027_w2_t3_vb_00_min_12_sec_40.png	5	3	4	3	-1	3.75	0
1392	MVI_0477_LE027_w2_t3_vb_00_min_45_sec_12.png	4	2	4	5	3	3.6	0
1393	MVI_0550_LE027_w4_t2_vb_00_min_29_sec_28.png	0	0	0	0	0	0	1
1394	MVI_0477_LE027_w2_t3_vb_02_min_06_sec_44.png	4	2	3	6	2	3.4	0
1395	MVI_0477_LE027_w2_t3_vb_02_min_45_sec_56.png	5	2	3	4	2	3.2	0
1396	MVI_0477_LE028_w2_t3_vb_04_min_52_sec_0.png	3	3	2	3	2	2.6	0
1397	MVI_0477_LE028_w2_t3_vb_05_min_40_sec_16.png	2	2	3	5	-1	3	0
1398	MVI_0550_LE027_w4_t2_vb_01_min_57_sec_16.png	0	0	0	0	0	0	1
1399	MVI_0477_LE028_w2_t3_vb_05_min_43_sec_20.png	3	3	2	4	2	2.8	0
1400	MVI_0477_LE028_w2_t3_vb_08_min_49_sec_84.png	1	1	1	1	1	1	0
1401	MVI_0477_LE028_w2_t3_vb_09_min_01_sec_88.png	2	-1	3	3	2	2.5	0
1402	MVI_0477_LE028_w2_t3_vb_09_min_07_sec_92.png	5	3	4	4	2	3.6	0
1403	MVI_0550_LE028_w4_t2_vb_00_min_52_sec_80.png	0	0	0	0	0	0	1
1404	MVI_0550_LE028_w4_t2_vb_00_min_55_sec_32.png	0	0	0	0	0	0	1
1405	MVI_0550_LE028_w4_t2_vb_00_min_58_sec_56.png	0	0	0	0	0	0	1
1406	MVI_0478_LE029_w2_t3_vb_02_min_20_sec_80.png	3	2	3	1	1	2	0
1407	MVI_0478_LE029_w2_t3_vb_02_min_29_sec_44.png	4	2	2	1	2	2.2	0
1408	MVI_0550_LE028_w4_t2_vb_02_min_46_sec_0.png	0	0	0	0	0	0	1
1409	MVI_0478_LE029_w2_t3_vb_02_min_38_sec_76.png	1	2	2	3	2	2	0
1410	MVI_0478_LE029_w2_t3_vb_02_min_41_sec_88.png	3	3	3	4	2	3	0
1411	MVI_0478_LE029_w2_t3_vb_02_min_48_sec_12.png	3	2	3	1	1	2	0
1412	MVI_0478_LE029_w2_t3_vb_02_min_54_sec_36.png	2	2	3	3	2	2.4	0
1413	MVI_0478_LE029_w2_t3_vb_03_min_13_sec_40.png	2	3	3	2	1	2.2	0
1414	MVI_0551_LE029_w4_t2_vb_01_min_17_sec_0.png	0	0	0	0	0	0	1
1415	MVI_0478_LE029_w2_t3_vb_03_min_25_sec_48.png	4	3	4	3	3	3.4	0
1416	MVI_0478_LE029_w2_t3_vb_04_min_15_sec_28.png	1	2	3	4	2	2.4	0
1417	MVI_0478_LE029_w2_t3_vb_07_min_06_sec_56.png	1	1	2	2	1	1.4	0
1418	MVI_0478_LE030_w2_t3_vb_00_min_15_sec_56.png	4	2	4	2	2	2.8	0
1419	MVI_0478_LE030_w2_t3_vb_01_min_39_sec_60.png	2	1	1	1	1	1.2	0
1420	MVI_0478_LE030_w2_t3_vb_01_min_45_sec_84.png	2	1	3	2	2	2	0
1421	MVI_0478_LE030_w2_t3_vb_01_min_48_sec_96.png	3	2	2	1	1	1.8	0
1422	MVI_0478_LE030_w2_t3_vb_02_min_26_sec_32.png	1	2	3	2	1	1.8	0
1423	MVI_0478_LE030_w2_t3_vb_02_min_35_sec_68.png	3	2	3	2	2	2.4	0
1424	MVI_0478_LE030_w2_t3_vb_02_min_57_sec_44.png	3	1	3	2	1	2	0
1425	MVI_0478_LE030_w2_t3_vb_05_min_11_sec_36.png	2	2	3	1	1	1.8	0
1426	MVI_0478_LE030_w2_t3_vb_06_min_44_sec_76.png	4	3	4	2	2	3	0
1427	MVI_0478_LE030_w2_t3_vb_09_min_17_sec_32.png	4	2	3	2	2	2.6	0
1428	MVI_0478_LE031_w2_t3_vb_00_min_06_sec_20.png	1	1	3	1	1	1.4	0
1429	MVI_0478_LE031_w2_t3_vb_01_min_11_sec_60.png	2	2	3	4	3	2.8	0
1430	MVI_0478_LE031_w2_t3_vb_02_min_07_sec_64.png	2	3	2	2	2	2.2	0
1431	MVI_0478_LE031_w2_t3_vb_04_min_09_sec_80.png	1	1	2	1	1	1.2	0
1432	MVI_0478_LE031_w2_t3_vb_06_min_07_sec_40.png	2	2	2	2	1	1.8	0
1433	MVI_0551_LE031_w4_t3_vb_00_min_27_sec_72.png	0	0	0	0	0	0	1
1434	MVI_0478_LE031_w2_t3_vb_07_min_47_sec_40.png	1	2	1	1	1	1.2	0
1435	MVI_0478_LE031_w2_t3_vb_08_min_08_sec_80.png	3	2	3	4	2	2.8	0
1436	MVI_0478_LE031_w2_t3_vb_08_min_11_sec_92.png	4	2	3	4	2	3	0
1437	MVI_0478_LE032_w2_t3_vb_00_min_00_sec_0.png	2	1	2	1	1	1.4	0
1438	MVI_0478_LE032_w2_t3_vb_00_min_18_sec_68.png	2	1	3	1	1	1.6	0
1439	MVI_0478_LE032_w2_t3_vb_01_min_45_sec_84.png	2	1	4	5	-1	3	0
1440	MVI_0478_LE032_w2_t3_vb_01_min_48_sec_96.png	2	3	2	4	2	2.6	0
1441	MVI_0478_LE032_w2_t3_vb_02_min_29_sec_44.png	3	2	4	1	1	2.2	0
1442	MVI_0551_LE031_w4_t3_vb_06_min_12_sec_80.png	0	0	0	0	0	0	1
1443	MVI_0478_LE032_w2_t3_vb_02_min_32_sec_56.png	1	1	2	1	1	1.2	0
1444	MVI_0478_LE032_w2_t3_vb_02_min_35_sec_68.png	2	1	1	2	1	1.4	0
1445	MVI_0479_LE033_w2_t3_vb_00_min_52_sec_16.png	3	2	3	4	2	2.8	0
1446	MVI_0479_LE033_w2_t3_vb_03_min_04_sec_12.png	2	2	3	4	2	2.6	0
1447	MVI_0479_LE033_w2_t3_vb_03_min_22_sec_56.png	3	2	3	3	2	2.6	0
1448	MVI_0479_LE033_w2_t3_vb_04_min_17_sec_80.png	4	3	4	2	2	3	0
1449	MVI_0479_LE033_w2_t3_vb_04_min_45_sec_40.png	4	2	3	4	2	3	0
1450	MVI_0479_LE033_w2_t3_vb_08_min_14_sec_12.png	3	2	3	3	3	2.8	0
1451	MVI_0479_LE033_w2_t3_vb_08_min_50_sec_96.png	4	2	4	2	2	2.8	0
1452	MVI_0479_LE033_w2_t3_vb_09_min_43_sec_12.png	3	2	3	3	3	2.8	0
1453	MVI_0479_LE034_w2_t3_vb_00_min_03_sec_40.png	2	2	3	2	2	2.2	0
1454	MVI_0479_LE034_w2_t3_vb_03_min_50_sec_16.png	3	2	3	2	2	2.4	0
1455	MVI_0479_LE034_w2_t3_vb_05_min_06_sec_92.png	2	3	3	4	2	2.8	0
1456	MVI_0479_LE034_w2_t3_vb_05_min_46_sec_80.png	3	3	3	2	2	2.6	0
1457	MVI_0479_LE034_w2_t3_vb_06_min_02_sec_16.png	3	1	3	1	2	2	0
1458	MVI_0479_LE034_w2_t3_vb_08_min_47_sec_88.png	4	3	3	2	3	3	0
1459	MVI_0479_LE034_w2_t3_vb_09_min_18_sec_56.png	4	2	3	2	2	2.6	0
1460	MVI_0479_LE034_w2_t3_vb_09_min_46_sec_20.png	4	3	4	3	3	3.4	0
1461	MVI_0479_LE034_w2_t3_vb_09_min_52_sec_32.png	4	3	4	2	2	3	0
1462	MVI_0479_LE035_w2_t3_vb_00_min_52_sec_16.png	2	1	3	2	3	2.2	0
1463	MVI_0479_LE035_w2_t3_vb_01_min_41_sec_28.png	4	2	3	4	2	3	0
1464	MVI_0479_LE035_w2_t3_vb_03_min_47_sec_12.png	3	3	3	3	2	2.8	0
1465	MVI_0479_LE035_w2_t3_vb_05_min_34_sec_52.png	4	3	4	6	-1	4.25	0
1466	MVI_0552_LE034_w4_t2_vb_01_min_17_sec_28.png	0	0	0	0	0	0	1
1467	MVI_0479_LE035_w2_t3_vb_05_min_59_sec_80.png	4	3	4	4	3	3.6	0
1468	MVI_0479_LE035_w2_t3_vb_08_min_50_sec_96.png	2	2	3	2	2	2.2	0
1469	MVI_0479_LE035_w2_t3_vb_09_min_18_sec_56.png	4	2	3	5	4	3.6	0
1470	MVI_0479_LE035_w2_t3_vb_09_min_30_sec_84.png	3	2	3	3	2	2.6	0
1471	MVI_0479_LE036_w2_t3_vb_01_min_19_sec_76.png	3	3	3	3	3	3	0
1472	MVI_0479_LE036_w2_t3_vb_03_min_04_sec_12.png	2	3	4	4	3	3.2	0
1473	MVI_0479_LE036_w2_t3_vb_04_min_33_sec_12.png	1	1	2	2	1	1.4	0
1474	MVI_0552_LE035_w4_t2_vb_00_min_28_sec_96.png	0	0	0	0	0	0	1
1475	MVI_0479_LE036_w2_t3_vb_07_min_18_sec_88.png	3	2	2	2	3	2.4	0
1476	MVI_0480_LE026_w2_t3_nb_01_min_13_sec_60.png	4	3	4	5	-1	4	0
1477	MVI_0480_LE026_w2_t3_nb_01_min_16_sec_80.png	4	3	4	3	3	3.4	0
1478	MVI_0552_LE035_w4_t2_vb_01_min_39_sec_84.png	0	0	0	0	0	0	1
1479	MVI_0480_LE026_w2_t3_nb_03_min_24_sec_80.png	4	3	4	5	4	4	0
1480	MVI_0480_LE026_w2_t3_nb_04_min_44_sec_84.png	4	4	5	5	4	4.4	0
1481	MVI_0552_LE035_w4_t2_vb_05_min_15_sec_68.png	0	0	0	0	0	0	1
1482	MVI_0480_LE026_w2_t3_nb_04_min_51_sec_24.png	3	4	3	3	2	3	0
1483	MVI_0480_LE026_w2_t3_nb_07_min_31_sec_28.png	4	3	4	4	4	3.8	0
1484	MVI_0480_LE026_w2_t3_nb_07_min_44_sec_80.png	4	2	4	5	4	3.8	0
1485	MVI_0480_LE026_w2_t3_nb_08_min_03_sec_28.png	3	2	3	2	2	2.4	0
1486	MVI_0480_LE026_w2_t3_nb_08_min_32_sec_80.png	4	3	4	4	3	3.6	0
1487	MVI_0480_LE026_w2_t3_nb_09_min_39_sec_28.png	5	4	4	5	4	4.4	0
1488	MVI_0480_LE027_w2_t3_nb_01_min_26_sec_40.png	3	3	2	1	1	2	0
1489	MVI_0480_LE027_w2_t3_nb_01_min_29_sec_60.png	4	3	4	3	2	3.2	0
1490	MVI_0480_LE027_w2_t3_nb_01_min_32_sec_80.png	3	2	3	2	2	2.4	0
1491	MVI_0480_LE027_w2_t3_nb_01_min_42_sec_40.png	3	2	4	3	3	3	0
1492	MVI_0480_LE027_w2_t3_nb_02_min_08_sec_0.png	4	3	3	2	3	3	0
1493	MVI_0480_LE027_w2_t3_nb_02_min_17_sec_60.png	3	2	3	3	3	2.8	0
1494	MVI_0480_LE027_w2_t3_nb_02_min_24_sec_0.png	3	2	2	2	-1	2.25	0
1495	MVI_0480_LE027_w2_t3_nb_02_min_36_sec_80.png	4	2	2	2	2	2.4	0
1496	MVI_0480_LE027_w2_t3_nb_04_min_51_sec_24.png	4	3	4	4	3	3.6	0
1497	MVI_0480_LE027_w2_t3_nb_06_min_11_sec_24.png	5	3	4	5	-1	4.25	0
1498	MVI_0481_LE029_w2_t3_nb_00_min_50_sec_48.png	3	2	3	4	3	3	0
1499	MVI_0481_LE029_w2_t3_nb_01_min_15_sec_72.png	4	3	4	5	4	4	0
1500	MVI_0481_LE029_w2_t3_nb_02_min_06_sec_24.png	4	3	4	5	4	4	0
1501	MVI_0481_LE029_w2_t3_nb_02_min_24_sec_28.png	4	3	3	4	3	3.4	0
1502	MVI_0481_LE029_w2_t3_nb_03_min_58_sec_80.png	3	2	3	2	2	2.4	0
1503	MVI_0481_LE029_w2_t3_nb_04_min_12_sec_48.png	3	3	4	3	2	3	0
1504	MVI_0481_LE029_w2_t3_nb_05_min_21_sec_40.png	4	3	4	5	4	4	0
1505	MVI_0481_LE029_w2_t3_nb_05_min_49_sec_88.png	4	3	4	5	4	4	0
1506	MVI_0481_LE029_w2_t3_nb_06_min_54_sec_84.png	4	2	3	4	3	3.2	0
1507	MVI_0481_LE029_w2_t3_nb_07_min_16_sec_48.png	4	3	4	5	3	3.8	0
1508	MVI_0515_LE030_w3_t2_nb_07_min_35_sec_20.png	0	0	0	0	0	0	1
1509	MVI_0481_LE029_w2_t3_nb_07_min_27_sec_28.png	4	3	4	4	3	3.6	0
1510	MVI_0481_LE029_w2_t3_nb_07_min_59_sec_76.png	4	3	4	5	4	4	0
1511	MVI_0481_LE029_w2_t3_nb_09_min_01_sec_80.png	4	3	3	2	3	3	0
1512	MVI_0481_LE029_w2_t3_nb_10_min_34_sec_88.png	4	3	4	5	4	4	0
1513	MVI_0481_LE029_w2_t3_nb_11_min_36_sec_20.png	4	3	4	5	4	4	0
1514	MVI_0481_LE030_w2_t3_nb_00_min_07_sec_20.png	4	2	3	4	3	3.2	0
1515	MVI_0481_LE030_w2_t3_nb_01_min_04_sec_92.png	4	3	4	5	4	4	0
1516	MVI_0515_LE031_w3_t2_nb_08_min_23_sec_28.png	0	0	0	0	0	0	1
1517	MVI_0481_LE030_w2_t3_nb_01_min_15_sec_72.png	2	1	3	2	2	2	0
1518	MVI_0481_LE030_w2_t3_nb_01_min_19_sec_36.png	4	3	4	3	3	3.4	0
1519	MVI_0481_LE030_w2_t3_nb_02_min_53_sec_12.png	4	3	4	4	3	3.6	0
1520	MVI_0481_LE030_w2_t3_nb_02_min_56_sec_76.png	4	3	4	5	4	4	0
1521	MVI_0481_LE030_w2_t3_nb_03_min_29_sec_20.png	4	2	4	3	2	3	0
1522	MVI_0481_LE030_w2_t3_nb_04_min_41_sec_36.png	5	4	4	5	4	4.4	0
1523	MVI_0481_LE030_w2_t3_nb_06_min_00_sec_72.png	6	4	5	6	5	5.2	0
1524	MVI_0481_LE030_w2_t3_nb_06_min_54_sec_84.png	3	2	3	2	2	2.4	0
1525	MVI_0481_LE030_w2_t3_nb_07_min_12_sec_88.png	5	3	4	5	3	4	0
1526	MVI_0515_LE032_w3_t2_nb_02_min_33_sec_84.png	0	0	0	0	0	0	1
1527	MVI_0481_LE030_w2_t3_nb_07_min_16_sec_48.png	4	3	4	4	3	3.6	0
1528	MVI_0481_LE030_w2_t3_nb_08_min_46_sec_68.png	5	3	4	5	4	4.2	0
1529	MVI_0481_LE030_w2_t3_nb_09_min_04_sec_68.png	2	3	2	2	2	2.2	0
1530	MVI_0481_LE030_w2_t3_nb_09_min_19_sec_12.png	3	3	3	2	2	2.6	0
1531	MVI_0481_LE031_w2_t3_nb_00_min_36_sec_40.png	3	2	3	3	2	2.6	0
1532	MVI_0481_LE031_w2_t3_nb_01_min_37_sec_36.png	2	3	2	2	2	2.2	0
1533	MVI_0481_LE031_w2_t3_nb_05_min_06_sec_60.png	3	2	3	2	2	2.4	0
1534	MVI_0481_LE031_w2_t3_nb_05_min_10_sec_20.png	3	2	2	2	2	2.2	0
1535	MVI_0481_LE031_w2_t3_nb_07_min_41_sec_72.png	4	3	4	2	2	3	0
1536	MVI_0481_LE031_w2_t3_nb_07_min_59_sec_76.png	2	3	4	3	3	3	0
1537	MVI_0481_LE031_w2_t3_nb_08_min_10_sec_60.png	3	2	3	2	1	2.2	0
1538	MVI_0481_LE031_w2_t3_nb_08_min_53_sec_88.png	4	2	4	2	2	2.8	0
1539	MVI_0481_LE031_w2_t3_nb_09_min_04_sec_68.png	3	3	3	2	2	2.6	0
1540	MVI_0481_LE031_w2_t3_nb_09_min_08_sec_32.png	2	3	2	2	2	2.2	0
1541	MVI_0481_LE031_w2_t3_nb_09_min_11_sec_92.png	2	2	2	2	2	2	0
1542	MVI_0481_LE031_w2_t3_nb_09_min_15_sec_52.png	3	2	2	2	1	2	0
1543	MVI_0481_LE031_w2_t3_nb_09_min_19_sec_12.png	2	1	2	1	1	1.4	0
1544	MVI_0516_LE034_w3_t2_nb_02_min_18_sec_72.png	0	0	0	0	0	0	1
1545	MVI_0481_LE031_w2_t3_nb_11_min_00_sec_12.png	2	2	3	2	2	2.2	0
1546	MVI_0481_LE032_w2_t3_nb_00_min_14_sec_40.png	3	2	2	2	2	2.2	0
1547	MVI_0481_LE032_w2_t3_nb_00_min_36_sec_40.png	3	2	2	2	2	2.2	0
1548	MVI_0481_LE032_w2_t3_nb_00_min_43_sec_28.png	3	2	2	2	1	2	0
1549	MVI_0481_LE032_w2_t3_nb_00_min_57_sec_68.png	3	2	3	2	2	2.4	0
1550	MVI_0516_LE034_w3_t2_nb_09_min_26_sec_96.png	0	0	0	0	0	0	1
1551	MVI_0481_LE032_w2_t3_nb_01_min_15_sec_72.png	2	2	2	2	1	1.8	0
1552	MVI_0481_LE032_w2_t3_nb_01_min_37_sec_36.png	1	1	2	2	1	1.4	0
1553	MVI_0481_LE032_w2_t3_nb_02_min_35_sec_80.png	4	2	3	2	2	2.6	0
1554	MVI_0481_LE032_w2_t3_nb_02_min_49_sec_52.png	3	3	2	2	2	2.4	0
1555	MVI_0481_LE032_w2_t3_nb_03_min_29_sec_20.png	2	2	1	1	2	1.6	0
1556	MVI_0481_LE032_w2_t3_nb_04_min_48_sec_56.png	4	2	2	2	2	2.4	0
1557	MVI_0481_LE032_w2_t3_nb_08_min_50_sec_28.png	4	3	3	3	3	3.2	0
1558	MVI_0481_LE032_w2_t3_nb_09_min_15_sec_52.png	3	2	3	2	2	2.4	0
1559	MVI_0482_LE033_w2_t3_nb_00_min_09_sec_72.png	4	3	3	4	3	3.4	0
1560	MVI_0482_LE033_w2_t3_nb_01_min_04_sec_88.png	6	4	5	5	4	4.8	0
1561	MVI_0482_LE033_w2_t3_nb_02_min_00_sec_40.png	4	3	4	5	4	4	0
1562	MVI_0482_LE033_w2_t3_nb_02_min_09_sec_76.png	4	3	4	4	3	3.6	0
1563	MVI_0482_LE033_w2_t3_nb_03_min_04_sec_92.png	3	4	4	3	4	3.6	0
1564	MVI_0482_LE033_w2_t3_nb_03_min_11_sec_40.png	3	4	4	4	3	3.6	0
1565	MVI_0482_LE033_w2_t3_nb_03_min_24_sec_40.png	4	3	4	4	4	3.8	0
1566	MVI_0482_LE033_w2_t3_nb_03_min_30_sec_88.png	2	2	3	2	2	2.2	0
1567	MVI_0482_LE033_w2_t3_nb_03_min_43_sec_84.png	4	4	3	2	2	3	0
1568	MVI_0482_LE033_w2_t3_nb_04_min_16_sec_32.png	4	4	5	5	4	4.4	0
1569	MVI_0482_LE034_w2_t3_nb_00_min_35_sec_68.png	3	2	4	3	-1	3	0
1570	MVI_0482_LE034_w2_t3_nb_02_min_03_sec_28.png	3	3	4	4	3	3.4	0
1571	MVI_0482_LE034_w2_t3_nb_02_min_13_sec_0.png	4	4	4	3	3	3.6	0
1572	MVI_0482_LE034_w2_t3_nb_07_min_05_sec_40.png	4	4	3	4	3	3.6	0
1573	MVI_0514_LE028_w3_t2_nb_00_min_42_sec_40.png	0	0	0	0	0	0	1
1574	MVI_0482_LE034_w2_t3_nb_07_min_08_sec_28.png	4	3	3	4	2	3.2	0
1575	MVI_0482_LE034_w2_t3_nb_09_min_37_sec_52.png	4	4	4	5	4	4.2	0
1576	MVI_0482_LE034_w2_t3_nb_10_min_39_sec_16.png	5	4	4	5	4	4.4	0
1577	MVI_0482_LE035_w2_t3_nb_01_min_30_sec_84.png	3	3	4	5	4	3.8	0
1578	MVI_0482_LE035_w2_t3_nb_03_min_11_sec_40.png	3	3	4	4	2	3.2	0
1579	MVI_0482_LE035_w2_t3_nb_07_min_05_sec_40.png	4	2	3	4	2	3	0
1580	MVI_0482_LE035_w2_t3_nb_07_min_40_sec_72.png	3	2	3	3	2	2.6	0
1581	MVI_0482_LE035_w2_t3_nb_08_min_06_sec_68.png	9	7	7	7	8	7.6	0
1582	MVI_0482_LE035_w2_t3_nb_08_min_09_sec_92.png	9	7	8	9	7	8	0
1583	MVI_0510_LE033_w3_t1_nb_00_min_19_sec_84.png	0	0	0	0	0	0	1
1584	MVI_0510_LE033_w3_t1_nb_01_min_52_sec_64.png	0	0	0	0	0	0	1
1585	MVI_0482_LE035_w2_t3_nb_08_min_22_sec_88.png	9	7	7	8	7	7.6	0
1586	MVI_0482_LE035_w2_t3_nb_08_min_35_sec_88.png	9	7	7	7	7	7.4	0
1587	MVI_0482_LE035_w2_t3_nb_10_min_45_sec_64.png	6	4	4	4	4	4.4	0
1588	MVI_0482_LE036_w2_t3_nb_00_min_03_sec_24.png	4	2	3	2	-1	2.75	0
1589	MVI_0482_LE036_w2_t3_nb_00_min_51_sec_88.png	4	3	3	4	-1	3.5	0
1590	MVI_0482_LE036_w2_t3_nb_05_min_34_sec_16.png	2	3	2	3	3	2.6	0
1591	MVI_0482_LE036_w2_t3_nb_10_min_29_sec_44.png	4	2	3	4	2	3	0
1592	MVI_0482_LE036_w2_t3_nb_10_min_39_sec_16.png	4	3	4	4	4	3.8	0
1593	MVI_0510_LE034_w3_t1_nb_01_min_32_sec_76.png	0	0	0	0	0	0	1
1594	MVI_0505_LE026_w3_t1_vb_00_min_15_sec_76.png	4	4	5	6	4	4.6	0
1595	MVI_0510_LE034_w3_t1_nb_03_min_41_sec_96.png	0	0	0	0	0	0	1
1596	MVI_0510_LE034_w3_t1_nb_06_min_21_sec_0.png	0	0	0	0	0	0	1
1597	MVI_0505_LE026_w3_t1_vb_02_min_40_sec_80.png	5	4	5	6	5	5	0
1598	MVI_0505_LE026_w3_t1_vb_03_min_31_sec_28.png	4	3	4	4	3	3.6	0
1599	MVI_0505_LE026_w3_t1_vb_07_min_30_sec_96.png	3	2	3	3	2	2.6	0
1600	MVI_0505_LE026_w3_t1_vb_07_min_53_sec_40.png	4	2	4	5	3	3.6	0
1601	MVI_0505_LE026_w3_t1_vb_07_min_56_sec_16.png	4	3	4	5	3	3.8	0
1602	MVI_0505_LE026_w3_t1_vb_08_min_52_sec_92.png	4	3	3	4	3	3.4	0
1603	MVI_0505_LE026_w3_t1_vb_09_min_18_sec_16.png	3	2	3	3	2	2.6	0
1604	MVI_0505_LE026_w3_t1_vb_10_min_11_sec_76.png	5	4	4	5	4	4.4	0
1605	MVI_0505_LE026_w3_t1_vb_10_min_24_sec_40.png	4	4	5	7	5	5	0
1606	MVI_0505_LE027_w3_t1_vb_02_min_21_sec_88.png	4	2	2	4	2	2.8	0
1607	MVI_0505_LE027_w3_t1_vb_02_min_31_sec_36.png	2	3	4	3	2	2.8	0
1608	MVI_0505_LE027_w3_t1_vb_02_min_37_sec_68.png	2	3	3	3	2	2.6	0
1609	MVI_0505_LE027_w3_t1_vb_03_min_59_sec_64.png	2	2	3	3	2	2.4	0
1610	MVI_0505_LE027_w3_t1_vb_04_min_43_sec_80.png	3	2	2	2	2	2.2	0
1611	MVI_0505_LE027_w3_t1_vb_05_min_46_sec_88.png	4	3	3	4	3	3.4	0
1612	MVI_0505_LE027_w3_t1_vb_05_min_56_sec_32.png	4	3	4	5	5	4.2	0
1613	MVI_0505_LE027_w3_t1_vb_08_min_40_sec_32.png	3	2	3	4	3	3	0
1614	MVI_0510_LE036_w3_t1_nb_00_min_36_sec_44.png	0	0	0	0	0	0	1
1615	MVI_0510_LE036_w3_t1_nb_00_min_46_sec_36.png	0	0	0	0	0	0	1
1616	MVI_0510_LE036_w3_t1_nb_01_min_06_sec_24.png	0	0	0	0	0	0	1
1617	MVI_0510_LE036_w3_t1_nb_02_min_05_sec_88.png	0	0	0	0	0	0	1
1618	MVI_0510_LE036_w3_t1_nb_04_min_21_sec_72.png	0	0	0	0	0	0	1
1619	MVI_0510_LE036_w3_t1_nb_04_min_25_sec_40.png	0	0	0	0	0	0	1
1620	MVI_0505_LE027_w3_t1_vb_09_min_43_sec_40.png	4	3	4	3	3	3.4	0
1621	MVI_0505_LE028_w3_t1_vb_00_min_06_sec_28.png	4	2	3	2	2	2.6	0
1622	MVI_0505_LE028_w3_t1_vb_01_min_34_sec_60.png	4	2	3	2	3	2.8	0
1623	MVI_0508_LE027_w3_t1_nb_00_min_48_sec_84.png	0	0	0	0	0	0	1
1624	MVI_0505_LE028_w3_t1_vb_01_min_40_sec_88.png	4	3	4	4	4	3.8	0
1625	MVI_0508_LE027_w3_t1_nb_01_min_06_sec_32.png	0	0	0	0	0	0	1
1626	MVI_0505_LE028_w3_t1_vb_01_min_47_sec_20.png	2	2	2	3	2	2.2	0
1627	MVI_0505_LE028_w3_t1_vb_02_min_12_sec_44.png	2	2	3	2	2	2.2	0
1628	MVI_0505_LE028_w3_t1_vb_04_min_28_sec_40.png	3	2	2	2	2	2.2	0
1629	MVI_0508_LE027_w3_t1_nb_02_min_47_sec_56.png	3	0	0	0	0	0.6	1
1630	MVI_0505_LE028_w3_t1_vb_04_min_56_sec_40.png	3	2	2	3	2	2.4	0
1631	MVI_0508_LE027_w3_t1_nb_03_min_12_sec_0.png	0	0	0	0	0	0	1
1632	MVI_0505_LE028_w3_t1_vb_05_min_34_sec_28.png	4	3	3	3	2	3	0
1633	MVI_0505_LE028_w3_t1_vb_05_min_46_sec_88.png	4	3	4	4	2	3.4	0
1634	MVI_0505_LE028_w3_t1_vb_09_min_24_sec_48.png	2	2	2	3	2	2.2	0
1635	MVI_0506_LE029_w3_t1_vb_04_min_03_sec_76.png	1	2	1	1	1	1.2	0
1636	MVI_0508_LE028_w3_t1_nb_00_min_48_sec_84.png	0	0	0	0	0	0	1
1637	MVI_0506_LE029_w3_t1_vb_05_min_37_sec_40.png	3	2	3	3	3	2.8	0
1638	MVI_0506_LE029_w3_t1_vb_05_min_40_sec_80.png	5	4	3	4	3	3.8	0
1639	MVI_0506_LE029_w3_t1_vb_05_min_43_sec_80.png	4	3	4	3	3	3.4	0
1640	MVI_0508_LE028_w3_t1_nb_05_min_31_sec_64.png	0	0	0	0	0	0	1
1641	MVI_0508_LE028_w3_t1_nb_10_min_28_sec_36.png	0	0	0	0	0	0	1
1642	MVI_0508_LE028_w3_t1_nb_10_min_31_sec_84.png	0	0	0	0	0	0	1
1643	MVI_0506_LE029_w3_t1_vb_07_min_19_sec_40.png	4	2	3	4	-1	3.25	0
1644	MVI_0506_LE029_w3_t1_vb_08_min_40_sec_64.png	2	2	2	3	2	2.2	0
1645	MVI_0506_LE029_w3_t1_vb_08_min_55_sec_68.png	1	2	2	2	1	1.6	0
1646	MVI_0506_LE029_w3_t1_vb_08_min_58_sec_68.png	1	2	3	2	1	1.8	0
1647	MVI_0506_LE029_w3_t1_vb_09_min_37_sec_84.png	3	2	2	3	3	2.6	0
1648	MVI_0506_LE029_w3_t1_vb_09_min_52_sec_88.png	4	2	3	4	2	3	0
